"ID","Crop","lat","long","YieldM","Year"
31913,"Corn",38.88,-88.76,204.58,2015
31916,"Corn",39.38,-89.5,173.3,2015
31917,"Corn",39.28,-89.49,139.82,2015
31918,"Corn",42.46,-85.23,206.7,2015
31919,"Corn",39.08,-89.59,188.72,2015
31922,"Corn",42.08,-89.99,225.17,2015
31923,"Soybean",41.78,-90.14,70.93,2015
31924,"Corn",39.13,-89.89,170.77,2015
31926,"Soybean",39.84,-89.35,62.08,2015
31927,"Corn",39.84,-89.35,198.57,2015
31929,"Corn",41.47,-89.11,209.74,2015
31932,"Corn",39.37,-85.48,195.7,2015
31933,"Soybean",39.33,-85.34,60.82,2015
31934,"Corn",39.33,-85.34,208.23,2015
31935,"Corn",39.35,-85.44,201.21,2015
31937,"Corn",38.88,-85.08,212.46,2015
31938,"Corn",39.21,-85.22,221.32,2015
31939,"Corn",39.38,-85.18,216.53,2015
31942,"Soybean",41.14,-88.8,63.32,2015
31943,"Soybean",40.87,-88.78,71.69,2015
31944,"Soybean",40.88,-88.78,76.91,2015
31945,"Soybean",40.75,-88.47,64.96,2015
31946,"Soybean",41.17,-88.62,67.81,2015
31949,"Soybean",40.34,-83.1,66.19,2015
31951,"Soybean",40.66,-83.16,62.82,2015
31952,"Corn",42.03,-85.01,162.04,2015
31953,"Corn",40.7,-83.12,172.63,2015
31954,"Corn",42.03,-85.01,188.29,2015
31956,"Soybean",42.03,-85.03,55.59,2015
31958,"Soybean",42.2,-92.9,64.56,2015
31959,"Corn",43.21,-93.89,218.33,2015
31961,"Soybean",40.82,-91.02,57.96,2015
31962,"Wheat",36.65,-87.37,71.31,2015
31963,"Corn",37.01,-87.28,170.7,2015
31964,"Corn",35.29,-86.22,165.88,2015
31966,"Soybean",39.12,-88.56,67.7,2015
31968,"Corn",38.83,-89.87,189.4,2015
31970,"Corn",38.7,-89.77,218.45,2015
31971,"Soybean",38.82,-89.87,79.56,2015
31972,"Corn",41.61,-91.16,187.43,2015
31974,"Corn",38.99,-89.39,148.04,2015
31977,"Soybean",41.54,-91.41,67.61,2015
31979,"Corn",38.64,-91.1,220.44,2015
31981,"Soybean",38.62,-91.27,70.44,2015
31982,"Soybean",38.64,-91.1,76.18,2015
31990,"Corn",42.62,-93.2,215.4,2015
31999,"Soybean",38.27,-87.63,72.8,2015
32002,"Corn",39.59,-84.37,223.9,2015
32005,"Corn",40.6,-83.01,193.7,2015
32007,"Corn",40.34,-90.35,214.28,2015
32013,"Corn",41.87,-86.33,207.5,2015
32017,"Soybean",38.86,-83.79,59.9,2015
32020,"Soybean",39.31,-87.27,40.21,2015
32021,"Soybean",40.83,-88.58,68.14,2015
32022,"Soybean",41,-91.34,66.97,2015
32023,"Soybean",37.46,-86.3,67.31,2015
32025,"Soybean",36.88,-84.8,60.91,2015
32026,"Corn",37.47,-86.32,140.57,2015
32037,"Soybean",36.71,-87.2,45.38,2015
32038,"Soybean",37.18,-86.51,71.47,2015
32039,"Corn",37.43,-84.54,174.7,2015
32043,"Soybean",37.43,-84.54,77.83,2015
32044,"Corn",37.65,-84.97,221.36,2015
32045,"Soybean",38.08,-84.27,73.03,2015
32047,"Soybean",41.26,-88.84,66.21,2015
32052,"Soybean",42.87,-94.54,64.53,2015
32063,"Soybean",39.38,-85.48,67.59,2015
32068,"Corn",41.48,-80.71,179.05,2015
32099,"Soybean",38.29,-83.66,49.33,2015
32100,"Soybean",38.26,-83.65,63.8,2015
32108,"Corn",40.35,-86.62,188.05,2015
32113,"Soybean",35.18,-88.24,64.12,2015
32120,"Corn",38.05,-88.84,162.82,2015
32124,"Corn",36.64,-86.56,215.89,2015
32133,"Corn",38.36,-87.98,209.52,2015
32137,"Corn",38.13,-87.67,227.08,2015
32138,"Soybean",40.76,-91.41,83.1,2015
32139,"Corn",39.93,-91.47,158.05,2015
32140,"Corn",40.92,-89.89,244,2015
32142,"Corn",41.5,-94.24,219.48,2015
32143,"Corn",39.69,-91.55,179.79,2015
32147,"Soybean",37.78,-87.26,3652.67,2015
32150,"Corn",40.74,-89.14,215.82,2015
32153,"Corn",39.5,-85.4,201.11,2015
42156,"Corn",37.87,-87.2,207.98,2015
42158,"Corn",42.85,-94.43,212.43,2015
42159,"Corn",38.14,-87.68,217,2015
42160,"Corn",37.19,-88.05,218.95,2015
42161,"Soybean",36.68,-87.56,64.08,2015
42176,"Soybean",41.52,-93.23,64.97,2015
42180,"Corn",39.25,-91.22,205.2,2015
42182,"Corn",38.19,-87.52,255.27,2015
42187,"Wheat",41.4,-87.98,96.13,2016
42188,"Corn",41.25,-87.74,196.84,2015
42200,"Corn",40.72,-88.86,262.76,2015
42206,"Corn",38.17,-87.77,254.3,2015
42211,"Soybean",37.92,-87.8,62.6,2015
42213,"Soybean",41.39,-84.68,67.95,2015
42216,"Corn",40.69,-89.95,220.87,2015
42218,"Wheat",40.41,-84.78,130.11,2016
42219,"Corn",39.72,-84.68,183.08,2015
42222,"Soybean",41.43,-89.34,70.26,2015
42225,"Corn",40.76,-91.37,213.22,2015
42228,"Wheat",40.96,-83.93,110.93,2016
42229,"Corn",41.06,-91.22,178,2015
42234,"Soybean",42.26,-94.18,69.07,2015
42239,"Corn",41.07,-91.36,204.6,2015
42244,"Soybean",41.88,-83.9,66.22,2015
42247,"Corn",41.56,-95.31,222.2,2015
42267,"Corn",41.51,-88.27,252.9,2015
42270,"Corn",41.43,-89.35,252.42,2015
42274,"Soybean",39.86,-84.88,66.68,2015
42276,"Corn",41.72,-85.83,189.33,2015
42278,"Corn",40.19,-86.25,206.4,2015
42279,"Corn",40.84,-89.87,215.67,2015
42281,"Wheat",36.81,-86.08,62.86,2016
42285,"Corn",42.18,-90.04,262.15,2015
42286,"Corn",40.73,-91.18,167.78,2015
42288,"Corn",41.6,-84.27,208.8,2015
42298,"Corn",39.35,-86.31,219.37,2015
42299,"Corn",38.85,-89.45,213.81,2015
42300,"Soybean",41.46,-95.64,61.01,2015
42301,"Corn",43.38,-96.26,205.42,2015
42302,"Corn",43.38,-96.26,232.62,2015
42305,"Wheat",36.73,-87.18,92.26,2016
42307,"Soybean",40.92,-89.89,66.8,2015
42309,"Soybean",38.8,-86.12,66.14,2015
42312,"Soybean",37.15,-89.78,70.52,2015
42313,"Corn",38.86,-85.77,180.27,2015
42563,"Soybean",35.33,-87.45,51.73,2015
42564,"Corn",41.68,-89.89,213.12,2015
42568,"Corn",42.04,-93.07,234.33,2015
42569,"Corn",41.99,-89.5,256.8,2015
42572,"Soybean",42.29,-93.92,61.4,2015
42573,"Corn",41.18,-83.28,219.63,2015
42616,"Soybean",38.11,-87.47,63.18,2015
42617,"Corn",40.93,-93.47,179.7,2015
42618,"Corn",40.92,-93.6,135.26,2015
42619,"Corn",40.97,-93.2,154.12,2015
42674,"Soybean",38.6,-85.96,52.14,2015
42712,"Corn",40.7,-83.12,172.72,2015
42760,"Corn",37.97,-87.81,262.38,2015
42875,"Wheat",37.02,-88.4,74.07,2016
42876,"Corn",41.89,-86,139.41,2015
42878,"Corn",41.69,-93.42,195.32,2015
42888,"Corn",41.09,-93.25,178.1,2015
42899,"Soybean",36.43,-88.15,52.81,2015
42906,"Soybean",36.27,-88.67,48.19,2015
42925,"Soybean",42.1,-85.1,62.83,2015
42931,"Corn",41.38,-84.02,173.9,2015
42932,"Corn",40.88,-83.71,195.18,2015
42934,"Corn",40.72,-82.9,209.81,2015
42940,"Corn",41.87,-90.44,275.71,2015
42942,"Corn",38.17,-84.78,248.87,2015
42949,"Corn",40.89,-88.26,255.82,2015
42963,"Corn",40.55,-90.53,225.88,2015
42964,"Corn",41.77,-85.64,243.06,2015
42965,"Corn",40.73,-87.68,227.37,2015
42966,"Corn",40.78,-87.63,204.6,2015
42967,"Corn",42.53,-84.93,186.35,2015
42986,"Corn",38.94,-85.94,264.2,2015
43017,"Corn",40.91,-87.75,197.3,2015
43022,"Corn",38.33,-94.53,186.64,2016
43026,"Corn",38.18,-93.87,214.91,2016
43027,"Corn",39.34,-91.55,210.06,2016
43030,"Corn",38.22,-90.33,189.18,2016
43033,"Corn",38.77,-94.59,184.93,2016
43034,"Corn",37.1,-89.76,217.79,2016
43035,"Corn",41.32,-95.76,249.61,2016
43037,"Corn",36.55,-89.84,206.8,2016
43039,"Corn",39.39,-91.56,205.05,2016
43042,"Corn",40.44,-91.86,228.18,2016
43043,"Corn",41,-91.34,238.95,2016
43045,"Corn",38.12,-94.55,144.06,2016
43049,"Corn",37.16,-89.81,211.15,2016
43050,"Corn",39.69,-91.54,202.72,2016
43051,"Corn",39.93,-91.46,217.17,2016
43053,"Corn",39.37,-94.56,188.81,2016
43056,"Corn",37.06,-89.41,183.84,2016
43066,"Corn",41.3,-90.61,268.36,2016
43069,"Corn",42.3,-93.3,232.49,2016
43071,"Corn",42.68,-94.87,257.1,2016
43072,"Corn",39.68,-94.24,203.77,2016
43075,"Corn",35.38,-87.48,213.5,2016
43076,"Corn",40.83,-91,232.48,2016
43078,"Corn",35.25,-86.17,153.46,2016
43083,"Corn",41.3,-90.35,230.25,2016
43086,"Corn",36.99,-86.93,192.24,2016
43089,"Corn",36.72,-85.54,199.29,2016
43090,"Corn",40.47,-89.61,257.53,2016
43092,"Corn",42.04,-93.79,242.59,2016
43094,"Corn",40.19,-84.66,136.94,2016
43095,"Corn",40.97,-83.89,175.3,2016
43097,"Corn",41.59,-91.97,250.52,2016
43099,"Corn",41.17,-92.75,220.5,2016
43103,"Corn",39.92,-91.78,204.31,2016
43104,"Corn",39.92,-91.78,213.94,2016
43106,"Corn",42.71,-93.76,225.06,2016
43107,"Corn",39.88,-92.03,234.84,2016
43111,"Corn",39.29,-89.49,208.11,2016
43112,"Corn",39.49,-89.37,227.24,2016
43113,"Corn",40.39,-84.71,133.8,2016
43115,"Corn",43.04,-93.92,230.93,2016
43116,"Corn",43.22,-93.89,214.61,2016
43118,"Corn",38.48,-87.15,230.79,2016
43119,"Corn",38.52,-87.2,207.1,2016
43120,"Corn",38.44,-86.86,224.36,2016
43124,"Corn",36.67,-86.6,211.09,2016
43126,"Corn",35.88,-86.82,233.87,2016
43127,"Corn",36.71,-86.59,190.87,2016
43130,"Corn",40.59,-89.52,251.1,2016
43134,"Corn",38.25,-87.63,203.7,2016
43139,"Corn",40.82,-88.08,251.7,2016
43140,"Corn",40.64,-87.92,242.43,2016
43142,"Corn",40.55,-84.17,137.39,2016
43143,"Corn",40.68,-87.32,206.59,2016
43144,"Corn",40.76,-87.86,270.82,2016
43148,"Corn",38.28,-87.54,214.3,2016
43150,"Corn",38.36,-87.98,193.28,2016
43153,"Corn",39.61,-84.81,208.41,2016
43154,"Corn",39.87,-85.71,192.7,2016
43156,"Corn",42.07,-92.03,240.91,2016
43158,"Corn",37,-85.79,180.97,2016
43159,"Corn",36.81,-84.82,243.5,2016
43162,"Corn",41.6,-91.16,235.73,2016
43164,"Corn",40.74,-89,254.37,2016
43168,"Corn",40.35,-89.55,238.05,2016
43170,"Corn",41.15,-91.64,230.57,2016
43171,"Corn",40.7,-89.85,251.2,2016
43172,"Corn",43.09,-94.68,247.55,2016
43173,"Corn",42.68,-94.77,255.68,2016
43175,"Corn",42.76,-94.68,229.57,2016
43176,"Corn",36.55,-88.44,201.12,2016
43178,"Corn",41.01,-85.77,171.33,2016
43179,"Corn",43.04,-93.42,207.14,2016
43181,"Corn",41.73,-95.54,224.84,2016
43183,"Corn",36.85,-89.37,133.47,2016
43185,"Corn",41.33,-90.37,249.33,2016
43187,"Corn",40.62,-89.17,245.66,2016
43188,"Wheat",36.66,-87.56,107.06,2016
43189,"Wheat",36.66,-87.34,93.92,2016
43190,"Corn",37.06,-89,190.4,2016
43194,"Corn",41.88,-93.43,209.84,2016
43196,"Corn",39.4,-89.18,230.29,2016
43198,"Corn",37.64,-87.77,213.66,2016
43199,"Corn",37.8,-87.34,178.73,2016
43204,"Corn",40.31,-87.9,225.84,2016
43207,"Corn",40.17,-90.47,171.88,2016
43208,"Corn",42.37,-92.51,230.13,2016
43211,"Corn",42.25,-92.94,240.79,2016
43213,"Corn",39.96,-86.4,209.55,2016
43217,"Corn",42.51,-93.64,249.24,2016
43218,"Corn",36.65,-87.34,247.77,2016
43219,"Corn",41.12,-87.15,207.31,2016
43220,"Corn",41.12,-87.05,199.94,2016
43224,"Corn",41.32,-86.26,209.01,2016
43226,"Corn",42.13,-91.6,216.9,2016
43228,"Corn",41.31,-86.62,183.94,2016
43229,"Corn",41.31,-86.62,158.01,2016
43231,"Corn",39.42,-83.59,202.51,2016
43233,"Corn",44.12,-88.61,225.89,2016
43236,"Corn",40.55,-90.53,243.63,2016
43237,"Corn",40.33,-90.25,185.14,2016
43238,"Corn",40.44,-90.5,226.86,2016
43239,"Corn",40.54,-90.46,240.86,2016
43240,"Corn",40.19,-89.82,229.24,2016
43241,"Corn",40.11,-90.16,233.44,2016
43242,"Corn",40.4,-90.1,229.22,2016
43249,"Corn",40.77,-91.48,241.24,2016
43253,"Corn",40.98,-91.51,241.67,2016
43255,"Soybean",37,-85.79,68.73,2016
43256,"Corn",40.52,-86.27,220.56,2016
43257,"Corn",37.77,-86.02,186.18,2016
43259,"Corn",43.87,-88.3,223.56,2016
43260,"Soybean",44.12,-88.58,69.29,2016
43261,"Corn",44.58,-87.8,184.09,2016
43262,"Corn",41.71,-90.77,241.2,2016
43263,"Soybean",39.67,-83.66,75.01,2016
43265,"Corn",36.75,-85.13,216.5,2016
43267,"Corn",41.1,-87.81,197.38,2016
43269,"Corn",39.88,-82.61,208.43,2016
43270,"Corn",39.73,-82.89,211.24,2016
43272,"Corn",39.79,-82.86,187.19,2016
43273,"Corn",39.01,-82.61,198.16,2016
43275,"Corn",41.29,-88.88,227.12,2016
43276,"Corn",40.87,-88.78,264.17,2016
43277,"Corn",40.9,-94.22,192.58,2016
43278,"Corn",41.23,-82.89,113.58,2016
43279,"Corn",41.21,-82.67,193.94,2016
43281,"Corn",39.84,-89.35,231.66,2016
43282,"Corn",41.19,-83.25,178.1,2016
43283,"Corn",39.13,-89.83,222.07,2016
43286,"Corn",41.49,-86.76,229.19,2016
43287,"Corn",40.81,-88.19,228.86,2016
43289,"Corn",41.46,-86.28,214.54,2016
43292,"Corn",41.29,-90.1,233.93,2016
43295,"Corn",41.5,-94.24,246.89,2016
43300,"Corn",39.4,-88.63,210.32,2016
43301,"Soybean",42.85,-93.76,60.74,2016
43302,"Corn",43.08,-94.17,218.62,2016
43303,"Corn",42.53,-94.84,210.44,2016
43304,"Corn",41.63,-90.25,247.72,2016
43305,"Corn",41.54,-91.4,224.9,2016
43306,"Corn",41.49,-91.73,210.06,2016
43307,"Soybean",41.15,-91.62,79.8,2016
43309,"Soybean",40.82,-88.08,60.26,2016
43312,"Corn",41.54,-88.16,188.41,2016
43316,"Corn",40.11,-88.82,193.09,2016
43317,"Corn",42.54,-93.99,230.8,2016
43321,"Soybean",40.74,-89.14,67.52,2016
43322,"Soybean",40.44,-89.05,77.4,2016
43323,"Corn",42.31,-93.48,221.23,2016
43324,"Corn",42.3,-93.8,219.59,2016
43326,"Soybean",42.71,-93.77,60.59,2016
43329,"Corn",40.49,-88.56,239.22,2016
43330,"Corn",40.31,-88.97,235.85,2016
43331,"Corn",40.16,-89.05,224.33,2016
43333,"Corn",40.05,-89.44,217.13,2016
43334,"Corn",40.08,-88.97,205.1,2016
43338,"Corn",41.86,-93.03,231.04,2016
43340,"Soybean",40.16,-88.74,68.21,2016
43349,"Corn",41.88,-94.71,243.69,2016
43354,"Corn",41.37,-84,178.2,2016
43357,"Soybean",40.49,-89.61,66.94,2016
43360,"Corn",41.33,-94.45,226.16,2016
43365,"Corn",42.04,-92.09,231.29,2016
43366,"Corn",41.69,-92.36,216.74,2016
43367,"Corn",40.58,-86.08,209.36,2016
43371,"Corn",42.84,-90.58,235.48,2016
43374,"Corn",39.7,-89.48,216.26,2016
43377,"Corn",43.98,-88.16,225.74,2016
43378,"Corn",44.04,-88.21,206.08,2016
43379,"Corn",44.04,-88.14,210.92,2016
43380,"Corn",36.88,-89.46,206.72,2016
43381,"Corn",41.42,-94.6,215.39,2016
43383,"Corn",41.67,-94.86,208.17,2016
43387,"Soybean",40.42,-90.43,74.71,2016
43388,"Corn",38.15,-89.94,162.96,2016
43389,"Corn",40.67,-90.45,242.34,2016
43390,"Corn",40.63,-90.5,201.82,2016
43391,"Soybean",41.34,-91.96,73.49,2016
43392,"Corn",37.08,-84.81,203.33,2016
43394,"Soybean",41.71,-90.77,77.78,2016
43402,"Corn",39.22,-92.13,196.9,2016
43403,"Soybean",42.13,-91.6,60.75,2016
43404,"Corn",39.05,-92.31,161.9,2016
43406,"Soybean",41.73,-95.54,69.84,2016
43407,"Soybean",40.7,-89.85,70.78,2016
43408,"Soybean",41.07,-89.53,80.83,2016
43413,"Corn",41.32,-86.13,236.44,2016
43416,"Soybean",42.05,-93.41,57.3,2016
43420,"Soybean",40.47,-89.58,61.08,2016
43422,"Corn",41.26,-88.25,178.33,2016
43424,"Corn",40.85,-87.44,227.76,2016
43425,"Corn",42.94,-94.68,212.54,2016
43430,"Soybean",42.56,-95.15,74.34,2016
43431,"Corn",43.21,-95.1,181.2,2016
43434,"Soybean",41.62,-90.9,69.92,2016
43435,"Corn",41.03,-91.32,225.76,2016
43440,"Corn",40.06,-84.83,161.03,2016
43443,"Soybean",40.58,-90.4,62.56,2016
43444,"Soybean",40.63,-90.52,67.84,2016
43445,"Soybean",40.31,-87.89,73.11,2016
43447,"Corn",46.25,-97.1,217.18,2016
43448,"Corn",45.62,-95.92,211.59,2016
43450,"Corn",39.63,-85.16,175.6,2016
43451,"Soybean",41.48,-87.91,66.26,2016
43453,"Soybean",39.96,-86.4,68.44,2016
43454,"Soybean",41.3,-92.93,79.69,2016
43456,"Corn",40.92,-94.9,212.63,2016
43457,"Corn",42.95,-95,233.28,2016
43460,"Soybean",43.19,-95.57,67.68,2016
43461,"Corn",42.9,-95.94,225.43,2016
43462,"Corn",43.06,-96.04,217.63,2016
43463,"Corn",42.99,-96.07,240.57,2016
43464,"Soybean",42.97,-95.04,69.02,2016
43465,"Corn",43.4,-96.27,205.88,2016
43466,"Soybean",38.52,-87.2,63.8,2016
43469,"Soybean",40.88,-91.83,73.11,2016
43470,"Corn",41.51,-94.13,229.58,2016
43472,"Soybean",36.61,-88.31,66.48,2016
43475,"Corn",42.28,-91.95,237.47,2016
43480,"Soybean",42.61,-91.82,69.23,2016
43481,"Corn",42.61,-91.82,224.43,2016
43482,"Corn",42.29,-91.56,256.81,2016
43483,"Corn",43.33,-87.91,190.41,2016
43484,"Corn",44.59,-87.8,213.54,2016
43485,"Corn",44.59,-87.79,182.96,2016
43486,"Soybean",43.59,-88.36,42.33,2016
43487,"Corn",39.62,-85.07,217.96,2016
43488,"Corn",39.29,-87.71,188.23,2016
43489,"Corn",38.84,-88.38,195.8,2016
43490,"Corn",39.17,-88.14,201.83,2016
43492,"Corn",41.02,-87.71,223.46,2016
43498,"Corn",39.05,-92.04,206.38,2016
43499,"Corn",40.99,-86.91,226.52,2016
43500,"Corn",38.61,-91.22,208.42,2016
43504,"Corn",41.19,-87.04,196.81,2016
43505,"Corn",41.72,-85.85,188.92,2016
43507,"Soybean",42.37,-92.51,72.83,2016
43510,"Corn",40.67,-84.94,202.97,2016
43512,"Corn",37.34,-85.72,141.97,2016
43513,"Corn",36.77,-86.32,158.4,2016
43514,"Soybean",36.77,-86.32,63.71,2016
43516,"Corn",42.14,-92.52,223.78,2016
43517,"Corn",42.44,-92.16,228.73,2016
43519,"Soybean",42.27,-92.55,73.96,2016
43520,"Corn",42.02,-92.51,212.74,2016
43521,"Soybean",42.18,-92.34,65.27,2016
43523,"Corn",41.93,-92.65,235.32,2016
43527,"Soybean",40.86,-91.33,64.66,2016
43528,"Wheat",40.66,-91.53,91.1,2016
43529,"Soybean",40.99,-90.98,65.5,2016
43531,"Corn",41.67,-90.4,224.94,2016
43532,"Soybean",39.56,-94.3,73.66,2016
43533,"Soybean",42.47,-95.92,67.46,2016
43534,"Corn",41.56,-93.07,252.9,2016
43541,"Soybean",41.52,-93.2,62.96,2016
43542,"Soybean",43.09,-94.68,70.77,2016
43545,"Soybean",42.69,-94.77,66.31,2016
43547,"Soybean",43.98,-90.24,45.3,2016
43548,"Corn",43.21,-90.12,229.59,2016
43549,"Corn",43.74,-90.02,224.78,2016
43550,"Corn",40.82,-91.02,214.46,2016
43552,"Soybean",41,-91.34,70.9,2016
43553,"Soybean",40.04,-88.85,60.59,2016
43554,"Soybean",38.45,-86.89,59.02,2016
43555,"Corn",43.74,-90.02,205.52,2016
43556,"Corn",43.23,-90.11,211.07,2016
43558,"Corn",44,-90.27,249.98,2016
43561,"Corn",40.75,-87.03,220.91,2016
43563,"Soybean",42.31,-91.92,65.47,2016
43566,"Soybean",41.18,-91.23,55.84,2016
43567,"Wheat",41.19,-91.23,95.28,2016
43569,"Soybean",39.95,-86.5,79.32,2016
43570,"Corn",40.13,-86.54,198.16,2016
43571,"Soybean",40.13,-86.54,52.38,2016
43578,"Soybean",41.12,-84.69,53.24,2016
43580,"Soybean",36.58,-86.98,63.39,2016
43583,"Soybean",41.31,-84.33,60.1,2016
43585,"Soybean",38.35,-94.53,62.04,2016
43586,"Soybean",41.56,-86,62.9,2016
43587,"Corn",41.56,-86,205.24,2016
43588,"Corn",40.43,-87.44,214.56,2016
43593,"Corn",43.44,-92.77,225.03,2016
43597,"Corn",41.64,-83.89,227.6,2016
43601,"Soybean",41.72,-85.85,63.51,2016
43602,"Soybean",39.04,-88.3,72.74,2016
43603,"Soybean",39.09,-91.58,56.96,2016
43604,"Soybean",38.24,-90.34,68.8,2016
43605,"Corn",38.7,-89.69,172.88,2016
43606,"Soybean",38.96,-92.89,65.03,2016
43611,"Corn",40.34,-86.34,205.31,2016
43612,"Corn",42.05,-85.29,215.8,2016
43613,"Soybean",40.68,-87.32,70.53,2016
43615,"Soybean",42.05,-85.29,67.79,2016
43617,"Corn",41.02,-85.43,205.76,2016
43618,"Soybean",41.14,-85.48,72.63,2016
43619,"Soybean",41.85,-83.88,2962.01,2016
43620,"Soybean",41.86,-83.87,2091.98,2016
43622,"Soybean",39.88,-82.6,70.06,2016
43623,"Corn",40.04,-81.91,225.75,2016
43624,"Soybean",40.04,-81.91,66.8,2016
43626,"Corn",43.4,-96.27,244.81,2016
43627,"Soybean",39.29,-87.71,70.24,2016
43629,"Soybean",38.84,-88.38,69.16,2016
43631,"Soybean",39.17,-88.14,65.33,2016
43635,"Corn",39.93,-84.53,219.59,2016
43636,"Corn",40.34,-84.43,191.2,2016
43640,"Corn",35.32,-86.97,235.99,2016
43641,"Corn",35.29,-87.36,181.4,2016
43642,"Corn",35.26,-88.25,96.89,2016
43652,"Corn",40.97,-91.53,201.76,2016
43655,"Soybean",40.98,-91.51,74.69,2016
43661,"Corn",39.55,-88.86,213.38,2016
43662,"Soybean",41.38,-87.31,55,2016
43663,"Corn",41.29,-87.39,143.69,2016
43664,"Soybean",39.84,-89.35,71.94,2016
43665,"Corn",41.45,-87.08,149.26,2016
43666,"Corn",41.38,-87.31,179.66,2016
43668,"Soybean",41.16,-88.8,68.72,2016
43670,"Soybean",40.7,-83.12,75.71,2016
43671,"Soybean",41.26,-88.84,68.8,2016
43672,"Corn",39.08,-89.58,145.76,2016
43673,"Corn",40.9,-83.73,125.23,2016
43676,"Soybean",41.17,-88.62,66.91,2016
43679,"Corn",39.37,-89.52,185.4,2016
43681,"Soybean",40.98,-88.21,60.87,2016
43683,"Corn",39.71,-88.4,223.54,2016
43684,"Corn",39.71,-87.72,230.49,2016
43695,"Corn",41.09,-86.93,189.04,2016
43696,"Corn",41.03,-86.89,211.21,2016
43698,"Corn",42.18,-90.03,255.79,2016
43699,"Corn",42.08,-89.99,238.18,2016
43701,"Corn",40.86,-84.26,204.42,2016
43706,"Corn",40.94,-83.09,154.9,2016
43710,"Soybean",39.56,-95.08,60.23,2016
43714,"Soybean",38,-94.44,57.07,2016
43715,"Corn",41.56,-85.3,190.12,2016
43719,"Corn",41,-85.51,186.22,2016
43725,"Corn",43.59,-88.36,212.68,2016
43727,"Soybean",41.18,-86.97,74.79,2016
43728,"Soybean",41.12,-87.15,54.5,2016
43729,"Soybean",41.33,-86.13,74.56,2016
43730,"Soybean",41.31,-86.62,58.96,2016
43731,"Soybean",41.31,-86.62,49.59,2016
43732,"Corn",41.51,-86.76,165.79,2016
43733,"Corn",39.77,-88.28,234.88,2016
43734,"Corn",39.79,-87.97,223.31,2016
43737,"Soybean",39.73,-88.47,63.12,2016
43738,"Soybean",39.89,-88.66,69.92,2016
43740,"Soybean",39.86,-88.41,67.34,2016
43741,"Soybean",40.59,-86.07,68.06,2016
43742,"Soybean",41.86,-90.44,66.21,2016
43743,"Soybean",41.86,-90.44,72.56,2016
43744,"Soybean",37.47,-86.32,73.15,2016
43745,"Soybean",36.69,-85.17,70.34,2016
43747,"Corn",40.97,-87.73,208.65,2016
43751,"Corn",41.05,-89.94,255.83,2016
43752,"Corn",37.99,-86.24,162.7,2016
43754,"Corn",44.38,-88.96,198.79,2016
43755,"Soybean",37.99,-86.22,61.43,2016
43757,"Soybean",38.2,-86.08,59.72,2016
43758,"Soybean",38.4,-85.95,56.29,2016
43760,"Soybean",41.97,-89.91,86.91,2016
43762,"Corn",41.41,-89.31,257.53,2016
43763,"Soybean",40.92,-82.89,57.39,2016
43765,"Corn",39.05,-85.88,173.4,2016
43766,"Soybean",39.37,-85.66,68.5,2016
43767,"Corn",39.37,-85.66,178.2,2016
43768,"Soybean",38.9,-85.86,60.74,2016
43770,"Corn",39.28,-85.81,161.49,2016
43771,"Soybean",39.28,-85.81,68.4,2016
43772,"Corn",39.45,-85.7,192.12,2016
43773,"Soybean",39.45,-85.71,65.37,2016
43774,"Corn",38.8,-86.12,163.98,2016
43775,"Soybean",38.8,-86.12,65.53,2016
43776,"Corn",38.15,-87.61,173.78,2016
43778,"Soybean",41.42,-89.36,81.78,2016
43779,"Soybean",41.43,-89.34,67.51,2016
43780,"Corn",41.89,-89.22,261.99,2016
43781,"Corn",41.43,-89.34,254.68,2016
43782,"Corn",41.33,-89.93,223.35,2016
43783,"Soybean",41.2,-92.74,63.11,2016
43784,"Soybean",41.43,-88.2,60.14,2016
43785,"Soybean",41.38,-87.88,65.37,2016
43789,"Soybean",40.15,-89.06,65.56,2016
43791,"Corn",41.34,-83.32,207.89,2016
43792,"Corn",40.88,-83.73,149.06,2016
43795,"Soybean",41.27,-82.64,77.97,2016
43798,"Corn",37.04,-88.29,178.23,2016
43799,"Soybean",37.25,-88.31,66.72,2016
43800,"Soybean",37.23,-88.31,60.71,2016
43801,"Soybean",41.49,-94.56,66.06,2016
43802,"Corn",40.93,-93.18,201.75,2016
43803,"Corn",40.95,-93.31,197.74,2016
43804,"Soybean",39.2,-93.4,66.29,2016
43806,"Corn",39.26,-85.19,182.48,2016
43807,"Corn",40.86,-93.55,211.03,2016
43812,"Soybean",38.94,-85.36,56.51,2016
43816,"Corn",41.52,-93.51,211.89,2016
43818,"Corn",40.84,-93.29,215.06,2016
43819,"Soybean",39.19,-85.23,52.68,2016
43823,"Corn",36.45,-88.34,214.11,2016
43825,"Corn",40.42,-82.68,232.5,2016
43827,"Corn",40.52,-85.71,220.6,2016
43829,"Corn",41.48,-80.71,223.54,2016
43830,"Soybean",41.48,-80.7,68.21,2016
43838,"Corn",39.72,-87.2,190.66,2016
43839,"Soybean",39.72,-87.2,74.97,2016
43840,"Corn",40.18,-86.67,195.08,2016
43841,"Soybean",38.1,-88.08,71.49,2016
43842,"Corn",38,-87.92,172.42,2016
43847,"Corn",39.22,-88.29,192.16,2016
43848,"Corn",39.38,-87.69,194.2,2016
43850,"Corn",41.24,-82.76,219.81,2016
